Crop,N,P,K,Temperature,Rainfall,Yield_Tons_Acre
Coffee,112.0,48.0,40.0,25.74774119324552,124.40300337361838,1.7967970537021782
Cowpea,68.0,32.0,22.0,21.88883981725265,79.01794153964057,1.851484085409924
Banana,43.0,92.0,82.0,26.535366734816368,135.38565583240938,15.334804328235323
Ginger,103.0,34.0,80.0,33.347397095077454,240.7719418842707,1.498604376492756
Tomato,116.0,42.0,78.0,28.682186146476734,173.71063905961375,9.00373936303711
Cucumber,67.0,42.0,92.0,23.78374861772834,54.12325093966842,9.261621384997822
Nutmeg,104.0,99.0,21.0,21.79009483539025,138.0493597332223,1.4811897944782295
Ash gourd,84.0,55.0,77.0,32.69635733378493,58.09505250385622,1.8027841962404492
Cinnamon,120.0,85.0,35.0,25.365228778613947,97.81968412437784,1.6970397793250167
Coconut,117.0,73.0,91.0,20.100238298893984,93.89783186082305,1.4923463083370023
Rubber,107.0,35.0,96.0,26.909187666618934,64.39051641337278,0.976285137279163
Nutmeg,83.0,99.0,62.0,24.451923803324288,288.0673480943359,1.9812671903865964
Cucumber,109.0,91.0,84.0,25.029287735046736,52.68707647392749,11.494515513735058
Papaya,48.0,93.0,46.0,20.406025682432343,265.7325522822732,1.7201803461371064
Rubber,106.0,58.0,91.0,21.987821264508227,242.537369965998,0.9004826419666926
Maize,93.0,40.0,27.0,32.181037975271884,187.59669568265275,1.4991648136924294
Cucumber,79.0,48.0,37.0,22.51926069330937,141.56222597627828,9.728967162329726
Maize,65.0,97.0,82.0,26.310138424852205,175.95164616151112,1.8210560175948751
Banana,71.0,84.0,32.0,25.1441665105381,120.414599912781,14.029517103926947
Guava,61.0,97.0,96.0,25.344465742784905,131.3479922853228,1.722617923649325
Green gram,70.0,87.0,49.0,25.434938449178023,158.89510793645417,1.612679250425304
Rice,49.0,44.0,93.0,32.22037561575317,299.23286009147034,4.140320092677941
Tapioca,72.0,51.0,36.0,28.566565605064376,192.17149677157272,13.071486711931463
Coconut,63.0,37.0,43.0,21.851606306323028,86.12447387528606,1.7499607231526733
Bitter gourd,41.0,49.0,39.0,29.519908891778947,212.633189360702,1.411798341774784
Okra,108.0,97.0,80.0,31.9311885601879,219.526648113465,2.082268562056504
Vanilla,43.0,27.0,65.0,22.08415531305184,155.8673036221523,1.7914758946655942
Rubber,107.0,56.0,33.0,33.18333167852948,252.37456598028368,0.959466979887548
Brinjal,100.0,79.0,63.0,22.82191856508269,84.87432234403991,1.771601191250355
Jackfruit,101.0,80.0,46.0,33.862501018096665,232.79237355204677,1.5142340922787272
Bitter gourd,109.0,62.0,80.0,22.406766585081943,92.3191385619639,1.882827048949076
Rubber,74.0,48.0,70.0,29.03041706492403,159.7513920923325,1.0692384030693864
Pineapple,67.0,90.0,26.0,31.37593384303596,212.2605724915668,19.66949642483188
Tea,114.0,30.0,86.0,20.803484161202583,269.83680601959577,1.4923765449645576
Ash gourd,78.0,60.0,62.0,30.526694968074608,228.46689270709803,1.863256484210718
Jackfruit,103.0,21.0,23.0,23.770380645541834,77.71626397379748,1.3673204118011213
Jackfruit,68.0,69.0,40.0,28.422415634045045,121.60407479518926,1.4242483906240115
Nutmeg,117.0,36.0,82.0,27.072338050448955,62.36130342625982,2.0026048005453942
Sapota,49.0,48.0,74.0,29.838381811027197,195.4808339861545,1.8541953640754183
Vanilla,81.0,77.0,29.0,26.35156734224688,179.84184473238955,1.680630366687612
Sapota,49.0,96.0,23.0,21.13076959241104,278.4157985510509,1.693317832896111
Ginger,74.0,21.0,67.0,31.36516181583197,238.4062444035422,1.533884480935407
Brinjal,42.0,48.0,91.0,21.28754880598874,274.22454971268496,1.439502923624201
Tapioca,101.0,57.0,96.0,33.239926052357994,55.570770792898806,13.865366168389222
Ash gourd,118.0,43.0,51.0,22.138348504071285,142.50894785462975,1.552826142834657
Ash gourd,71.0,70.0,38.0,22.981971132536,223.21216376646765,1.8348017541976236
Nutmeg,59.0,26.0,79.0,22.499112753481302,278.7211965886689,1.855017640725932
Custard Apple,55.0,88.0,66.0,31.99414430194306,243.47341235649225,1.512920498272059
Cocoa,106.0,75.0,38.0,25.54177398477188,200.38076109834105,1.975854564204485
Guava,114.0,53.0,88.0,27.379985818485,96.4699401217894,1.6075782340937073
Maize,114.0,27.0,95.0,32.48982719514312,265.56294560601344,1.915209717753355
Mango,89.0,94.0,40.0,26.13882242385008,269.1470301066611,1.6072557888687025
Cowpea,111.0,46.0,20.0,23.767190290037604,276.7533224414953,1.8851736998433712
Cowpea,83.0,87.0,98.0,25.847895146631974,67.54197216703949,1.603269860790257
Snake gourd,102.0,41.0,90.0,25.84208827337796,174.8104745838112,1.818204244055744
Vanilla,91.0,88.0,23.0,31.84298640020795,98.66248613147752,1.6050750007780827
Snake gourd,55.0,22.0,79.0,21.5680048009029,178.20370126926613,1.6009518307862436
Ginger,81.0,24.0,42.0,26.411035132038126,169.08025878326208,1.427112961836219
Coffee,73.0,72.0,57.0,31.850163395060903,61.53125083387738,1.4096249700000127
Bitter gourd,90.0,65.0,82.0,28.60414681180522,289.3954142829217,1.89054840362882
Ginger,106.0,30.0,46.0,24.49146195069639,241.48688632301435,1.7978993613914085
Snake gourd,96.0,68.0,41.0,23.47830892317757,226.5297030988309,1.746326418749081
Cinnamon,71.0,77.0,90.0,33.52090477588453,156.8722980463698,1.5470736164058223
Coconut,73.0,65.0,99.0,27.40414986353997,243.4206996300152,1.7261534768711098
Rice,47.0,52.0,99.0,25.229298388402,251.6315591158051,4.031420810560984
Papaya,84.0,30.0,97.0,34.06730502838201,282.96461650037924,1.46311068695906
Turmeric,94.0,63.0,42.0,29.24585117325138,85.1906036122362,1.8001057103655034
Arecanut,120.0,44.0,71.0,22.15663979855227,220.30604285914112,1.4414595897737543
Tapioca,95.0,81.0,80.0,33.78921325600818,104.69131823858169,10.81145862517898
Custard Apple,114.0,63.0,26.0,22.26449872835988,287.26993140539884,1.7392399938095102
Papaya,89.0,45.0,33.0,23.963379552265074,72.44528425580278,1.5571396814439291
Black Pepper,64.0,97.0,77.0,27.858284448092235,261.6685347881155,0.6542762288745783
Coffee,62.0,22.0,28.0,21.110108952863463,195.4606820352535,1.5429026054755606
Brinjal,69.0,73.0,89.0,24.78917876350534,219.18844773526743,1.7038652891457005
Cowpea,99.0,73.0,35.0,21.73399932692569,135.5657896612709,1.84754524578016
Ash gourd,64.0,84.0,58.0,20.145732909799623,179.8412887587242,1.4509846721956243
Cardamom,85.0,38.0,31.0,22.519206061719657,55.21155198442849,1.8907730981642117
Vanilla,92.0,81.0,86.0,25.672671090977367,246.953302438226,1.8273350169586011
Clove,88.0,57.0,65.0,23.02440169194392,179.22317013038102,1.6834694446342169
Guava,55.0,25.0,76.0,32.34084475367447,256.7871490523818,1.61876181668006
Rubber,64.0,31.0,25.0,27.044786934953343,164.45790192229086,0.9664688786684856
Custard Apple,70.0,93.0,72.0,23.95621103188171,117.52276775194213,1.6202778125874675
Papaya,101.0,67.0,81.0,32.2442149556143,192.20139111559251,1.7803342095040726
Pineapple,98.0,37.0,27.0,29.213707775922543,261.67472318636135,17.74005730885679
Papaya,86.0,29.0,39.0,20.01400459047407,204.54036282470477,1.6262496732493212
Ginger,83.0,59.0,71.0,27.47887904236198,229.5445104247065,1.4192902820983544
Ash gourd,85.0,90.0,78.0,20.649932528286666,292.13909748782874,2.0495052431796816
Tomato,42.0,91.0,78.0,20.48781371022953,118.568397499148,11.92121893603244
Arecanut,90.0,45.0,88.0,26.282196872744983,58.79764201315578,1.428334683641331
Jackfruit,46.0,33.0,67.0,22.908701040945125,238.1166360005951,1.750641447818515
Banana,97.0,91.0,22.0,20.679331437484635,231.7179887123982,14.661314131607202
Black Pepper,105.0,88.0,72.0,22.89068178680021,189.4541523466925,0.796991479993626
Maize,50.0,96.0,69.0,22.104308627801995,186.11702306533653,1.9016624941196616
Rice,73.0,76.0,56.0,25.835911887183613,57.245137771010185,3.980534886069013
Papaya,71.0,41.0,28.0,31.561007001514504,99.44054888805758,1.533540202740756
Cinnamon,109.0,64.0,45.0,27.933006279849327,107.98850616371496,1.6143277773939106
Banana,74.0,34.0,97.0,25.202738167650367,166.46860074935373,16.793710824621673
Nutmeg,70.0,32.0,89.0,29.75519134652983,280.70816729134674,1.668736849419781
Clove,119.0,91.0,66.0,26.185822469653417,167.21570738151064,1.9910554354586003
Clove,98.0,45.0,79.0,30.32247620782672,232.09822818072007,1.789813201378926
Clove,108.0,86.0,24.0,30.95970305906769,179.45098862491557,1.8613538601758852
Cinnamon,95.0,64.0,38.0,21.77679426267185,145.22145959397682,1.9347450312003
Cowpea,107.0,80.0,90.0,34.8581852187737,144.65278265779938,1.6383682255121368
Tomato,43.0,35.0,26.0,24.946827358858187,79.08048899811816,8.475230289508788
Maize,57.0,68.0,58.0,21.855013490573786,51.20091095001224,1.4708515220186478
Cardamom,86.0,88.0,50.0,24.8311604087948,259.65807695773543,1.6178549472505872
Ash gourd,110.0,86.0,22.0,30.4349578767533,105.84025074991808,1.4984409431356212
Pineapple,97.0,51.0,88.0,22.70331067315032,149.11194065818148,22.848483144773923
Vanilla,98.0,24.0,70.0,22.1785054020018,299.47443419034755,1.9500010352375512
Tea,100.0,98.0,41.0,33.07353739478273,292.9381387278563,1.4954941150766046
Chilli,47.0,97.0,61.0,33.67313125400653,225.75291927919665,1.8772779559028676
Custard Apple,63.0,51.0,37.0,31.0303059809718,157.8123235893716,1.7669141835091138
Custard Apple,91.0,63.0,52.0,30.821008714144853,290.7686636740593,1.4551731826269734
Ash gourd,67.0,35.0,28.0,21.34656422993244,92.53578376506314,1.836813741022843
Mango,99.0,41.0,42.0,21.70322456147767,110.5182907628119,1.4223466887258502
Maize,120.0,32.0,99.0,28.912014050572807,105.67094497037384,1.7796313991339143
Banana,97.0,51.0,48.0,34.79578144242949,276.7880902105469,12.29041923824411
Black gram,108.0,70.0,51.0,24.803237016197684,159.13635154338834,1.540114072425358
Banana,89.0,74.0,37.0,23.866665045050524,195.3701997687566,15.757897999451911
Vanilla,88.0,48.0,95.0,20.257669970595515,261.5301349171,1.5973340276402073
Clove,94.0,46.0,46.0,27.52679168358587,206.98085655295947,1.436478848104462
Mango,107.0,23.0,21.0,22.77843268485634,105.62708087725905,1.6344515886983026
Cinnamon,42.0,99.0,45.0,21.069885598773627,66.58967781488218,1.787578595840655
Custard Apple,89.0,34.0,40.0,23.513422748676973,104.39030602917418,1.6914482602369854
Cucumber,115.0,52.0,63.0,34.96346849556636,119.92106264033666,10.844928093524942
Bitter gourd,84.0,30.0,63.0,22.36650689406777,243.21486638864212,1.7857280914544946
Cucumber,113.0,76.0,39.0,25.22089705106489,290.23643469712897,11.320685487579263
Clove,98.0,29.0,48.0,22.125715032181933,266.7622832244747,1.8308481241173309
Bitter gourd,42.0,94.0,22.0,33.25878213028062,76.15118071403711,1.5434275283020815
Nutmeg,79.0,57.0,49.0,29.054383934660173,225.6245085663579,1.58241793577051
Sapota,68.0,93.0,62.0,28.407567801824044,259.83357908769483,1.984060262571525
Banana,94.0,66.0,25.0,32.35393270254219,53.263460692233934,13.231595767124745
Tomato,49.0,84.0,59.0,29.78192572887492,183.3189916099116,9.079934018267531
Clove,78.0,62.0,96.0,33.03194375424355,65.59001998393336,1.9601791942048443
Cardamom,47.0,69.0,79.0,33.93303948416711,285.07349338630604,1.740201635029503
Coffee,65.0,56.0,72.0,28.38412334070583,59.862984310207935,1.769740587350252
Rubber,89.0,64.0,70.0,20.968684160493503,78.05318994942915,1.1543833916019262
Cowpea,100.0,37.0,72.0,27.27513959778811,102.9515450890479,1.9184323830544328
Vanilla,109.0,89.0,76.0,27.44230748889608,170.35108688260914,1.999766831659284
Jackfruit,110.0,73.0,69.0,28.24084038978775,222.4161775525947,1.8765073917000823
Bitter gourd,66.0,58.0,36.0,21.53319532469787,275.5810480474169,1.3697338872877112
Okra,118.0,46.0,33.0,25.96110782638236,280.1430303698441,1.7000507585471192
Jackfruit,103.0,93.0,95.0,31.14072271120336,111.09774479441695,1.919824667489921
Banana,43.0,62.0,72.0,26.0926132465742,55.74518919413841,14.9155523121449
Ginger,61.0,70.0,77.0,24.7576360733661,147.12710110945318,1.9367113599917132
Chilli,40.0,67.0,51.0,29.7509602059312,282.0881002365463,1.8373482669943804
Nutmeg,55.0,21.0,22.0,33.383759550982376,206.72714716723527,1.8615279728446343
Rubber,82.0,33.0,20.0,34.10915591079578,74.30089544290138,0.9554532354319714
Black gram,40.0,25.0,99.0,32.05892683527237,189.4152562059709,1.6456064618658788
Nutmeg,74.0,73.0,38.0,26.745210189572006,154.41589896192426,1.6583430058554174
Banana,41.0,66.0,93.0,23.66946878906188,240.67796133161792,16.583389301802637
Black gram,73.0,30.0,67.0,32.63898277625515,232.78872623573403,1.5109821431895771
Brinjal,73.0,43.0,52.0,31.924492135273752,298.24051052905133,1.4575018621537157
Green gram,109.0,95.0,32.0,29.364410064108164,195.28400210281131,1.6255467472726557
Brinjal,79.0,74.0,61.0,21.344231133275088,183.17788820050976,1.66802236736388
Turmeric,88.0,47.0,34.0,31.79833923234681,57.39738679186652,1.491226665249783
Cucumber,110.0,85.0,95.0,33.51605392151299,217.75538499438736,12.12639224089154
Ash gourd,111.0,98.0,58.0,21.57662500001251,268.2949258265901,1.763306133835283
Vanilla,68.0,65.0,37.0,27.78635604874689,84.38292420715061,1.9156177271998585
Coconut,107.0,40.0,47.0,21.46110243857049,98.1456480781438,1.7912961166761554
Black Pepper,59.0,64.0,39.0,20.594711901051934,213.2996855801832,0.7170815760408933
Tomato,119.0,23.0,57.0,22.425558455688336,153.61209618653356,10.979040161232938
Black Pepper,109.0,81.0,89.0,22.5984952470488,128.98425913693993,0.7312940998928952
Brinjal,40.0,95.0,94.0,34.32051481048316,270.27664382214243,1.731606149383862
Black gram,44.0,75.0,29.0,25.746908977706628,112.30286530739436,1.7383193480582542
Arecanut,98.0,87.0,88.0,29.9345409559997,255.47166380061043,1.9038935635699372
Tea,95.0,43.0,70.0,26.335552476780325,150.64602384603234,1.7128032126267827
Tapioca,57.0,40.0,50.0,33.15678495029661,263.9467787512174,14.162726100708804
Tomato,76.0,58.0,59.0,25.996277414457545,72.7916398281205,10.46465891914876
Green gram,78.0,96.0,67.0,33.84504501648393,164.5874575090088,1.481396131636778
Tea,96.0,21.0,57.0,29.24210536636866,114.01468374510893,1.7946483869676206
Coffee,86.0,44.0,69.0,34.96842292565572,114.41837984120431,1.911943005883476
Chilli,67.0,29.0,49.0,22.266913774761644,259.49615851984,1.6609971018572172
Clove,100.0,25.0,58.0,32.387277362855755,75.98447523003281,1.59871757373143
Cocoa,41.0,27.0,82.0,21.91869133321645,65.47597435554782,1.9139617922040804
Okra,85.0,29.0,73.0,33.159804784869905,122.78004101631224,1.8332826366099235
Cardamom,94.0,56.0,24.0,34.970129006879944,62.87118780709218,1.7047298351731666
Maize,77.0,64.0,33.0,30.847568936904484,83.57771505159212,1.9001099748522248
Ash gourd,57.0,99.0,53.0,31.89923005102412,273.39660215249785,1.7816387063157373
Coffee,54.0,74.0,75.0,32.11302475213955,120.9299497511388,1.9264184425948896
Ash gourd,60.0,54.0,87.0,31.205993806539396,248.8184492195037,1.5903612330986496
Green gram,103.0,58.0,90.0,25.48658769076794,77.13612234817423,2.029830625002701
Sapota,66.0,83.0,65.0,28.71507852285379,242.97355450368283,1.5481539930804484
Turmeric,110.0,43.0,46.0,28.22459603098742,72.10088912791902,1.6922224874725358
Nutmeg,115.0,52.0,69.0,31.180659358105324,241.51183095672053,1.6954282294596608
Banana,117.0,100.0,43.0,24.64917164071942,249.67887263034137,14.699110153279577
Black Pepper,100.0,37.0,62.0,27.03230205877164,192.6377602713372,0.6702904182703096
Coffee,64.0,31.0,61.0,31.187590056496862,154.56861404260485,1.6099203442574288
Vanilla,59.0,33.0,47.0,30.28544237097988,254.14217004979463,1.598989891115788
Maize,115.0,55.0,54.0,26.97641990641904,287.6438550338305,1.896819968306927
Banana,79.0,65.0,61.0,30.003693195402757,147.44872637000975,15.728830797564486
Chilli,103.0,60.0,28.0,21.57028693232807,121.30118930433966,1.7462735858819878
Custard Apple,65.0,48.0,70.0,31.283454621767724,267.0333437798916,1.753201772001803
Vanilla,43.0,28.0,59.0,34.12660795506193,173.1572313481738,1.54867892274213
Snake gourd,103.0,29.0,93.0,23.878279431951007,207.3286713534007,1.6219821659746585
Turmeric,118.0,70.0,30.0,23.9513365595019,269.1914480428441,1.9538325117418291
Snake gourd,98.0,59.0,30.0,33.77323499041717,120.37436981333512,1.884641659809936
Mango,88.0,52.0,23.0,24.88401862042736,273.16500404291565,1.9411625599951343
Banana,116.0,48.0,42.0,22.023284471869403,165.63942656981257,15.727959291401095
Brinjal,64.0,27.0,61.0,31.782616241450825,95.14145314545269,1.658054722208221
Tapioca,83.0,48.0,36.0,29.860960107539974,73.06536925386885,11.696907522845786
Coffee,99.0,52.0,93.0,28.47338664032725,209.81141051000628,1.8099460393098523
Ginger,60.0,41.0,77.0,30.641004549387347,198.4061177730884,1.4380411080595876
Coconut,85.0,60.0,53.0,32.873927521487694,62.70544911852073,1.8225830961794327
Cinnamon,111.0,87.0,82.0,34.43253154716383,250.65405167377253,1.4827164457375752
Banana,112.0,73.0,36.0,20.373458357497302,136.32953229612968,14.671951709486253
Custard Apple,69.0,70.0,53.0,20.71882182041833,194.668311723428,1.6368852187989316
Chilli,60.0,76.0,30.0,33.89287237006252,89.81254947661682,1.8418466536899
Cucumber,62.0,72.0,51.0,21.8412299848679,233.00572143548,9.808726956656512
Chilli,98.0,42.0,67.0,34.329178742476905,124.94952724599356,1.6709921195486692
Rice,108.0,87.0,29.0,34.41627888524661,272.8383401121504,4.088744911956255
Okra,59.0,21.0,55.0,23.23872985280945,259.95013698727206,1.3899988752678225
Snake gourd,102.0,47.0,34.0,31.34423085920105,238.94375760821907,1.560620180005983
Papaya,101.0,88.0,97.0,34.647971426079096,241.6168914453365,1.599592939726369
Chilli,111.0,80.0,40.0,24.049953014243457,165.30809542040402,1.7316753211381524
Tea,74.0,23.0,68.0,24.91512799627717,64.33960669504913,1.5639144871206023
Coconut,113.0,67.0,47.0,21.612293544518256,271.1944820317751,1.6917177400326386
Turmeric,118.0,53.0,90.0,31.87673608458386,265.3479678700893,1.7407206238137731
Jackfruit,74.0,24.0,81.0,29.676567312150336,206.26677673077552,1.5087741063537514
Chilli,77.0,64.0,68.0,32.36649962622598,177.87995985528198,1.7533697194837714
Mango,57.0,87.0,28.0,29.56152728669757,169.9481451644033,1.8742641256073704
Black Pepper,110.0,43.0,38.0,34.038305561572926,258.52805403143907,0.6149459061107592
Tapioca,47.0,47.0,45.0,23.85292379953157,224.5702335238324,11.934851040793166
Custard Apple,67.0,69.0,76.0,31.68050880088868,107.88033335868997,1.7204748531174223
Maize,83.0,55.0,94.0,20.485044159663456,186.01159194511916,1.724865018398592
Tomato,52.0,46.0,84.0,30.136415973603317,272.95806583159026,11.18446781803268
Cocoa,52.0,98.0,72.0,32.13800561211163,174.92118175487926,1.8486217875365816
Tapioca,97.0,60.0,86.0,31.110987349440272,298.36885975555003,14.106105520375532
Ginger,88.0,68.0,51.0,27.77693422686278,217.7750943219073,1.934158730171928
Papaya,105.0,41.0,43.0,26.698258892686187,298.4993942064808,1.94825882165994
Ash gourd,103.0,78.0,82.0,23.54267798734944,183.1204712650896,1.6503556478812396
Pineapple,114.0,84.0,60.0,33.61834184010611,162.61874033282913,19.76012615960772
Banana,67.0,75.0,89.0,21.33927363963436,63.36136966967863,16.215859954978725
Vanilla,69.0,69.0,51.0,22.12193419156435,54.76885975858138,1.9208227034902725
Ginger,78.0,68.0,29.0,21.9593862152919,113.99058314287,1.7268394776279787
Tea,62.0,43.0,88.0,34.965622535306785,208.7689768797373,1.7990638090065223
Jackfruit,53.0,95.0,53.0,30.946056334749613,259.01413753733084,1.7938864385646078
Rice,113.0,39.0,73.0,33.814276613028326,218.36267210355223,4.511782838149314
Arecanut,108.0,62.0,84.0,20.83313891744229,94.26786304690322,1.56268294231328
Guava,51.0,61.0,100.0,31.70469563224812,91.6002554847087,1.8123136546996772
